job_title,job_category,company_name,requirements,location,industry,salary
Data Scientist - Calgary AB,data scientist,Teknobuilt,"Work collaboratively in a growing team, with the help of business owners, subject matter experts, data engineers and software engineers, to analyze large structured and unstructured data to uncover insights.Examine complex data, develop and implement Machine Learning (ML) and AI models to turn it into information and insights to inform business decisions on project execution, health, safety and quality issues, schedule forecasting etc.Knowledge & experience of any one Machine Learning & Deep Learning (DL) libraries such as Scikit Learn, Tensorflow, Keras, Pytorch etc.Knowledge & experience of ML/DL techniques and concepts (Generalized Linear Models, Random forests, Boosting, NLP, Deep Learning NNs, etc.)Utilize advanced analytical techniques, such as multivariate statistical analysis, clustering and segmentation to derive and evaluate platform users behavior insights.Work with technical and business teams to analyze operational feasibility, implementation and production integration.Detect and monitor data drift, tracking accuracy across time, and ensure that any errors are quickly discovered.Test hypotheses based on statistical data to create impact and grow business knowledge.Present recommendations based on findings on statistical analyses to senior level executives.Participate in research, development, and building of proof of concepts.Minimum 7 years of experience in data science and machine learning.Experience using any of the standard web services for ML.Experience visualizing/presenting data for stakeholders using any one of the following: Python, R, Ggplot2, Seaborn, Periscope, Business Objects, Tableau etc.Knowledge of various types of ML/ AI modelling algorithms and techniques like NLP.Experience monitoring and validating data models in a business environment.Demonstrated knowledge in Python (preferred) or R programming languages.Excellent communication skills with the ability to translate complex analysis for non-technical stakeholders.Strong problem solving ability and intellectual curiosity.Previous experience in SQL development.Experience with data visualization8 hour shiftYes, temporarily due to COVID-19AboutHelp Centre","Calgary, AB",Nothing_found,"$60,000 a year"
Machine Learning Engineer,data scientist,Boast.AI,"Bachelor's degree in Computer Science, related technical field or equivalent practical experience5+ years of experience developing Machine Learning or Artificial Intelligence features and applications in the SaaS software and/or fintech space5+ years of fullstack software development experienceExperience with one or more of the following: Natural Language Processing, text understanding, classification, pattern recognition, recommendation systems, targeting systems, ranking systems or similar.Experience with one or more general purpose programming languages including but not limited to: Python, Scala, Java, C, C++Knowledge of software engineering best practices across the development lifecycle, including agile methodologies, coding standards, code reviews, source management, build processes, testing, and operationsEffective written and verbal communication skillsDemonstrated problem-solving skillsAbility to work unsupervised, in the office or remote as part of a distributed team and be able to produce high quality workMS or Ph.D. degree in Computer Science, Artificial Intelligence, Machine Learning, or related technical field.Experience with Google Cloud architecture and productsExperience with one or more frameworks such as Tensorflow, Keras, Apache Beam, SparkDemonstrated leadership and self-direction. Willingness to teach others and learn new techniques.Python proficiencyInterest and ability to learn other coding languages as needed","Calgary, AB",Nothing_found,"$80,000 - $110,000 a year"
Strategic Legislative Analyst,data analyst,City of Calgary,"Experience interpreting and applying relevant legislation (such as the Municipal Government Act and Local Authorities Election Act) is required.
A valid Class 5 Drivers Licence or provincial equivalent and the use of a personal vehicle for work is also required.
Experience working in local government will be considered an asset.
","Calgary, AB",Government & Public Administration,"$70,196 - $104,501 a year"
Data Analyst/Financial Analyst,data analyst,Sunnyfuture Group,8 hour shiftMandarin (Required)Hiring LabCareer AdviceBrowse JobsBrowse CompaniesSalariesIndeed EventsWork at IndeedAboutHelp Centre© 2020 IndeedPrivacy CentreCookiesPrivacyTerms,"Calgary, AB",Nothing_found,"$60,000 a year"
Database Analyst (Oil and Gas),data analyst,Resource Energy Solutions (RES),"Competitive compensation packageEmployee performance bonus planFlexible hours / Casual work environmentCompetitive generous health benefitsOrganize dataDesign and implement databasesCreate and document ERDsTest and secure databasesExperience in Oil and GAS is a MUST!Big Data/Data Lake/Data warehouse design and implementationWorking knowledge of ETL toolsCollect, store, analyze and visualize data from various sources for specific projectsWorking knowledge of data security and data privacyUnderstanding of open standards and standards that have higher impact on businessUnderstanding of structured, semi-structured and unstructured dataWorking knowledge of Data analytics, BI toolsExperience with database products at AWS, Azure, Google CloudKnowledge of programming/database languages such as SQL, No SQL, Graph DB, Javascript, CSS, HTML and PythonAdvanced computing skills and application knowledge SSIS, and SSRSExperience in creating database queries & APIsData modeling experienceDegree in Computer Science or related field10 years DBA and Software development skillsExtended health care8 hour shiftMonday to Fridayworking knowledge of data analytics, BI tolls: 3 years (Required)SQL, No SQL, Graph DB, Javascript, CSS, HTML and Python: 3 years (Required)oil and gas: 3 years (Required)Yes, occasionallyHiring LabCareer AdviceBrowse JobsBrowse CompaniesSalariesIndeed EventsWork at IndeedAboutHelp Centre© 2020 IndeedPrivacy CentreCookiesPrivacyTerms","Calgary, AB",Nothing_found,"$75,548 a year"
GIS Analyst / Developer,data analyst,Nothing_found,Casual dressDental careExtended health careLife insuranceOn-site gymVision careCasual dressDental careExtended health careLife insuranceOn-site gymVision care,"Calgary, AB",Nothing_found,$27 an hour
Smartsheet Architect Analyst,data analyst,Compass Group Canada,"DashboardingIntegration of the Acquisition add on for SmartsheetFully develop new sales platform including proforma submissions and automations for approvals across sales linesNational, regional and DC level process automations to drive accountability and efficienciesIntegrate software platforms like PowerBI to maximize data analytics and trending data sets.Automated weekly/period financial and metric reportingCentralized training resource for drivers, CSR’s etc. utilizing hand held which will assist with time lags in on spot knowledge gap and reduction in down time for assetsNational build out of consistent standardized processes through data capture and automationsAbility to link, through one platform, SEED and LightSpeed reporting and dashboardingEffective project management integration and implementationAssist in enterprise activationA minimum of 5 years’ work experience in a logistics/warehousing/distribution and/or manufacturing environment.Exceptional communication skills, both verbal and written, problem solving and analytical skillsAdvanced knowledge of Microsoft MS Office including MS Excel, MS Project etc. Previous experience with SmartSheet or similar platform is essential.Time management skills are required, as well as the ability to handle multiple deadlinesBachelor's degree in engineering or relevant field from an accredited University preferred (i.e., Operations, engineering, business administration, management)Proven ability to hold self and others accountable, drive improvement initiatives, analyze and act on relevant data and metrics, participate in and manage multiple projects.Strong sense of urgency and customer focus.Ability to develop and utilize knowledge of a broad range of processes and products.Demonstrated ability to execute projects in a timely fashion from initial requests to final implementation.Dental careExtended health careRRSP matchVision careNoHiring LabCareer AdviceBrowse JobsBrowse CompaniesSalariesIndeed EventsWork at IndeedAboutHelp Centre© 2020 IndeedPrivacy CentreCookiesPrivacyTerms","Calgary, AB",Construction & Facilities Services,"$59,000 - $60,000 a year"
Senior Data Scientist,data scientist,RailVision Analytics,"Design Artificial Intelligence solutions to improve diagnostic and predictive insight for rail equipmentDesign Artificial Intelligence solutions to better identify fuel consumption inefficienciesAssess the viability of data sources, and build scalable integration solutions for new clientsDetermine opportunities to add value to current methodology and analytic capabilitiesDesign, document, and implement research projects related to the understanding of equipment failure and maintenance requirementsDevelop processes and tools to monitor and analyze internal performanceDrive continuous product development and contribute to direction of technological developmentMaintain a high-level of communication between managers and development teamConduct formal presentations to other team members, managers, and in publicContribute to various aspects of a growing company including HR, Marketing, and AdministrationBe an ambassador of technological advancement and revolutionized transportationGrow personal connections to the industry to understand trends and opportunitiesUndergraduate degree in Computer Science, Statistics, Engineering or related technical degreeAt least 3 years of total, related work experienceSignificant leadership and team management experienceExperience in the rail and transportation industry is an assetExperience in mechanical / equipment analysis is an assetDeep understanding of predictive modeling, machine-learning, clustering and classification techniques, and common CS algorithmsStrong working knowledge of statistical techniques (Distributions, regressions, error bounds, etc…)Strong working knowledge of discrete numerical methods (To solve PDE’s, Matrices, ODE’s, etc…)Experience working in a SCRUM development environmentExperience with Python, VBA, Javascript, MySQL, MS Office 365 and more…Minimal Professional Communication abilities in English and FrenchDriven, self-motivated, and detail-focused individualsClear and concise communicatorsPassion for career growth and continuous learningOrganized in work habits, schedules, timelines, documentation and correspondenceLeader of new methodology for organization and completing projectsClient Centric MindsetWe believe in finding simplicity for complex problemsIn a small but fast-growing company, you will gain career experience beyond strict job requirementsYou will have decision-making power and be the master of your own projectsFlexible work hours and work location (combination of in-office and remote)Resources for self-improvement including courses, software, workshops, and conferencesGreat environment, amazing team, weekly social activities and monthly company outingsOffice location in Downtown Montreal, near Bonaventure StationIncentives offered such as Employee Stock Options Program and yearly bonusesApply via Linked In, www.railvision.ca/careers8 hour shiftHiring LabCareer AdviceBrowse JobsBrowse CompaniesSalariesIndeed EventsWork at IndeedAboutHelp Centre© 2020 IndeedPrivacy CentreCookiesPrivacyTerms","Montréal, QC",Nothing_found,"$60,000 - $70,000 a year"
Data Analyst/Financial Analyst,data scientist,Sunnyfuture Group,8 hour shiftMandarin (Required)Hiring LabCareer AdviceBrowse JobsBrowse CompaniesSalariesIndeed EventsWork at IndeedAboutHelp Centre© 2020 IndeedPrivacy CentreCookiesPrivacyTerms,"Montréal, QC",Nothing_found,"$60,000 a year"
Business Intelligence Manager,data scientist,Imperial Tobacco Canada,"Understand, analyze and master business requirements to lead shaping the delivery of BI deliverablesPartners with business leaders across the organization to define and deliver reporting needsEnsures OTIF delivery and accuracy of POS reporting both locally and globallyLeads the team to design and develop new BI solutions such as big data analytics, graphical mastery, machine learning, and artificial intelligence (NLP)Engages and inspires BI team to deliver on BI projects OTIF with quality and effectiveness to deliver ROI.Works with SP&I analysts to deliver both insight and foresight capabilities via the new BI tools.Partners with IT to prioritize IT resources and prioritization.Leads communication and embedding of BI Strategy and plan across MarketingContinually looks for ways to streamline and automate reporting, ensuring a self-serve cultureEnsures the data integrity of all BI tools and products across Marketing.Leads and manages the identification, selection and business case preparation for new tools or resources required to continue to advance dashboard, scorecard, report and data usageDevelops an organizational data training & capability calendar to increase DQ across MarketingLeads and develops capacity and capability with direct reports and Analysts across the organizationChairs the BI Steering Committee for all BI Projects with Head of DivisionsCoaches direct reports to turn talent into performance for BAT.Develop and Manage a budget of around 4M annually effectively/efficiently to deliver a ROI for BAT.Bachelor's\Master’s degree in Information Technology, Mathematics, Data Science, Marketing, Business Administration with specialization in IT/Data Science or related fields.8-10 years of relevant experience in leading a BI team and Data Science professionals.Strong experience in DQ and able to deliver Digital Transformation and AI Strategy.Excellent understanding of statistics, familiarity with statistical tests, distributions, maximum likelihood estimators, etc. evaluating when different techniques are (or aren’t) a valid approach.Programming skills data science skills such as distributed computing, predictive modelling, story-telling and visualizing, Math, statistics and various forms of technological skills (R, SAS, Python, Matlab, SQL, Hive, Pig, Spark).Advanced Knowledge of Excel.Machine learning: Mastery of machine learning methods and be able to recommend.Strong background in artificial intelligence and decision systems.Excellent understanding of statistics, familiarity with statistical tests, distributions, maximum likelihood estimators, evaluating when different techniques are (or aren’t) a valid approach.High performing Analytical Capabilities: Ability to synthesize information, reduce complexity and identify key opportunities and insights.Excellent Communication Skills (both written and verbal): Able to deliver effective presentations and storytelling capabilities to stakeholders at all levels. Capability to zoom in / zoom out, to provide the right level of detail, depending on the needs of the user.Creative and critical thinking skills to shape BI strategy and plan.Design Thinking is an asset.Work Proficient in English, French is considered an asset.Strong balance of leadership & BI & Data Analytics knowledge.Able to build a strategy while leading/shaping a team of 6 individuals.Dental careExtended health careOn-site parkingMonday to FridayHiring LabCareer AdviceBrowse JobsBrowse CompaniesSalariesIndeed EventsWork at IndeedAboutHelp Centre© 2020 IndeedPrivacy CentreCookiesPrivacyTerms","Montréal, QC",Manufacturing,"$190,000 - $195,000 a year"
Senior BI Manager,data scientist,MSi Corp (Bell Canada),"Lead and manage team of highly technical Data Scientists to deliver machine learning and speech technology solutions to improve Customer Experience and optimize Customer Operations processes.Drive our machine learning roadmap to evolve self-serve capabilities and help create a personalized experience for our customers.Develop and manage comprehensive measurement framework to track and capture reach, performance and value impact of our algorithms.Work with key stakeholders to drive the integration of machine learning and speech capabilities with business initiatives and help them understand the benefits/opportunitiesPartner with AI industry leaders to bring best practices and leading edge capabilities to BellUniversity Degree in Machine Learning, Computer Science, Mathematics5+ years of industry experienceExperience & ability to translate Business requirements into technical operationsExperience working with AI, predictive modelling or related fieldExperience with Machine LearningModel development experience using SAS, Python, RExperience leading mid to large sized Data Science teamsExperience in delivery of high-quality solutions on time and on budgetStrong interpersonal skillsBilingualism is an asset (English and French)8 hour shiftHiring LabCareer AdviceBrowse JobsBrowse CompaniesSalariesIndeed EventsWork at IndeedAboutHelp Centre© 2020 IndeedPrivacy CentreCookiesPrivacyTerms","Montréal, QC",Information Technology,$60 - $70 an hour
"Senior Product Manager, Machine Learning Automation",data scientist,Tempo Software Inc.,"Define product strategy and vision and own the product roadmap and related literatureAddress bottlenecks, identify inefficiencies, anticipate and make trade-offs; balance the business and customers needs versus technical constraintsOwn business metrics for customer engagement, and operational reliability. Design mechanisms to ensure long-term product or business successOwn Business Requirement Documents, User Stories, Use Cases, and Product Strategy documentsEvaluate technical solutions with alternatives and decompose significantly complex problems into concise and effective technical propositionsPartner with multiple tech and product teams across multiple locations with varying sets of priorities to ensure a timely delivery of the solutionBachelor's degree in Business, Science, Engineering (or Technology)MBA or Masters in Engineering/Science (an asset)5+ yrs. In Engineering, Product Management or relevant experienceKnowledge of basic SQL, query, data analysis, and cost-benefit analysisRequired experience in Machine Learning and/or data science product developmentKnowledge of software development, coding, and software architecture preferredExperience in scrum, agile development and software development solutions like JiraExperience working with in-house technology teams and product teamsExcellent oral and written communication skillsAbility to think clearlyAbility to analyze quantitativelyHighly developed problem-solving capabilitiesAbility to support scope of requirements and prioritize featuresRemote work!Unlimited vacation in most of our locations!!Great benefits plan including health, dental, vision and moreGreat office spaces in Canada & IcelandDiverse and dynamic teamsChallenging and exciting workAn opportunity to have a real impact on our businessFree breakfast and snacksA great range of social activitiesAnd so much more!!8 hour shiftYes, alwaysHiring LabCareer AdviceBrowse JobsBrowse CompaniesSalariesIndeed EventsWork at IndeedAboutHelp Centre© 2020 IndeedPrivacy CentreCookiesPrivacyTerms","Montréal, QC",Nothing_found,"$50,000 - $130,000 a year"
Postdoctoral Fellow in Machine Learning (Research Institute),data scientist,Centre universitaire de santé McGill,Career OpportunitiesCareer AlertMy ProfileHelpCareer OpportunitiesCareer AlertMy ProfileHelpDisclaimerPrivacySite Index,"Montréal, QC",Education,"$45,000 a year"
Water Resources Analyst,data engineer,City of Kitchener,"
Bachelor’s degree in Civil Engineering or Environmental Science/Engineering with the specialty in water resources preferred
Professional Engineer (P.Eng.) designation, or Engineer in Training (EIT) is preferred with eligibility to receive a P.Eng. designation within 3 years of beginning the role.
Minimum 2-4 years’ experience in water resources engineering design including hydrology, hydraulics, storm water management, water balances, floodplain delineation, storm and sanitary sewers design, pumping station design
Experience with strong design, problem solving and analytical skills
Ability to demonstrate engagement in projects, lead by example and capable of simultaneously coordinating multiple projects
Strong knowledge of Microsoft Office 365
Strong understanding of hydrology and hydraulic models (InfoWorks ICM, InfoSWMM, PCSWMM, LID TTT, etc) with in-depth knowledge of principals, physical and hydraulic processes and of best practices in model development, calibration and verification
Knowledge of Green Infrastructure/LID techniques and experience in their design and application in different urban settings
Bachelor’s degree in Civil Engineering or Environmental Science/Engineering with the specialty in water resources preferred
Professional Engineer (P.Eng.) designation, or Engineer in Training (EIT) is preferred with eligibility to receive a P.Eng. designation within 3 years of beginning the role.
Minimum 2-4 years’ experience in water resources engineering design including hydrology, hydraulics, storm water management, water balances, floodplain delineation, storm and sanitary sewers design, pumping station design
Experience with strong design, problem solving and analytical skills
Ability to demonstrate engagement in projects, lead by example and capable of simultaneously coordinating multiple projects
Strong knowledge of Microsoft Office 365
Strong understanding of hydrology and hydraulic models (InfoWorks ICM, InfoSWMM, PCSWMM, LID TTT, etc) with in-depth knowledge of principals, physical and hydraulic processes and of best practices in model development, calibration and verification
Knowledge of Green Infrastructure/LID techniques and experience in their design and application in different urban settings
Bachelor’s degree in Civil Engineering or Environmental Science/Engineering with the specialty in water resources preferred
Professional Engineer (P.Eng.) designation, or Engineer in Training (EIT) is preferred with eligibility to receive a P.Eng. designation within 3 years of beginning the role.
Minimum 2-4 years’ experience in water resources engineering design including hydrology, hydraulics, storm water management, water balances, floodplain delineation, storm and sanitary sewers design, pumping station design
Experience with strong design, problem solving and analytical skills
Ability to demonstrate engagement in projects, lead by example and capable of simultaneously coordinating multiple projects
Strong knowledge of Microsoft Office 365
Strong understanding of hydrology and hydraulic models (InfoWorks ICM, InfoSWMM, PCSWMM, LID TTT, etc) with in-depth knowledge of principals, physical and hydraulic processes and of best practices in model development, calibration and verification
Knowledge of Green Infrastructure/LID techniques and experience in their design and application in different urban settings","Kitchener, ON",Government & Public Administration,"$70,436 - $88,045 a year"
programmer analyst,software engineer,COFOMO DÉVELOPPEMENT INC.,Hiring LabCareer AdviceBrowse JobsBrowse CompaniesSalariesIndeed EventsWork at IndeedAboutHelp Centre,"Quebec City, QC",Consulting and Business Services,"$65,000 - $75,000 a year"
Senior Software Engineer,software engineer,Dalimer Corporation,"He/She is responsible for gathering user requirements, defining system functionality, and writing code in various languages, like Java, Ruby on Rails, or .NET programming languages (e.g. C++ or JScript.NET.)Integrate software components into a fully functional software systemDevelop software verification plans and quality assurance proceduresDocument and maintain software functionalityTroubleshoot, debug and upgrade existing systemsDeploy programs and evaluate user feedbackComply with project plans and industry standardsEnsure software is updated with the latest featuresBSc degree in Computer Science, Engineering or relevant fieldAt least 2-3 years’ experience as a Software Engineer or Software DeveloperExperience designing interactive applicationsAbility to develop software in Java, Ruby on Rails, C++, or other programming languagesExcellent knowledge of relational databases, SQL, and ORM technologies (JPA2, Hibernate)Experience developing web applications using at least one popular web framework (JSF, Wicket, GWT, Spring MVC)Experience with test-driven developmentProficiency in software engineering toolsBonus pay8 hour shiftMonday to FridayComputer Programming: 2 years (Preferred)Software Development: 2 years (Required)Yes, alwaysHiring LabCareer AdviceBrowse JobsBrowse CompaniesSalariesIndeed EventsWork at IndeedAboutHelp Centre© 2020 IndeedPrivacy CentreCookiesPrivacyTerms","Quebec City, QC",Nothing_found,"$70,000 - $75,000 a year"
software engineer,software engineer,BOLTZ,Hiring LabCareer AdviceBrowse JobsBrowse CompaniesSalariesIndeed EventsWork at IndeedAboutHelp Centre,"Richmond, BC",Nothing_found,$45 an hour
software engineer,software engineer,ClickDishes Inc.,Hiring LabCareer AdviceBrowse JobsBrowse CompaniesSalariesIndeed EventsWork at IndeedAboutHelp Centre,"Vancouver, BC",Nothing_found,"$62,400 a year"
Shift Engineer (BRDP),software engineer,University of British Columbia,Hiring LabCareer AdviceBrowse JobsBrowse CompaniesSalariesIndeed EventsWork at IndeedAboutHelp Centre,"Vancouver, BC",Education,"$6,211 a month"
software engineer,software engineer,Rocket Ship Couriers Ltd.,AboutHelp Centre,"Surrey, BC",Nothing_found,"$88,000 - $95,000 a year"
software engineer,software engineer,Rocket Ship Couriers Ltd.,Hiring LabCareer AdviceBrowse JobsBrowse CompaniesSalariesIndeed EventsWork at IndeedAboutHelp Centre,"Surrey, BC",Nothing_found,"$88,000 - $95,000 a year"
software engineer,software engineer,ONSITE GEEKS LIMITED,Hiring LabCareer AdviceBrowse JobsBrowse CompaniesSalariesIndeed EventsWork at IndeedAboutHelp Centre,"Surrey, BC",Nothing_found,$42.50 an hour
software engineer,software engineer,FUTURE GEN COMMUNICATIONS,Hiring LabCareer AdviceBrowse JobsBrowse CompaniesSalariesIndeed EventsWork at IndeedAboutHelp Centre,"Surrey, BC",Nothing_found,$39 an hour
Front End Engineer II,software engineer,"AMZN CAN Fulfillment Svcs, ULC","Bachelors in Computer Science or related field5+ years professional experience in software development inculding experience with front-end technologies and frameworks like React, Redux, Ember or Angular and RESTful web services and designing and building sophisticated and efficient user interfacesHealth CareSavings PlansIncome ProtectionPaid Time OffSigning BonusesEmployee StockHiring LabCareer AdviceBrowse JobsBrowse CompaniesSalariesIndeed EventsWork at IndeedAboutHelp Centre© 2020 IndeedPrivacy CentreCookiesPrivacyTerms","Vancouver, BC",Information Technology,"$103,000 - $172,000 a year"
software systems integration engineer,software engineer,Apisero Canada Inc.,Hiring LabCareer AdviceBrowse JobsBrowse CompaniesSalariesIndeed EventsWork at IndeedAboutHelp Centre,"Vancouver, BC",Nothing_found,"$140,000 - $150,000 a year"
"design engineer, software",software engineer,UpMeals,Hiring LabCareer AdviceBrowse JobsBrowse CompaniesSalariesIndeed EventsWork at IndeedAboutHelp Centre,"Vancouver, BC",Nothing_found,"$85,000 a year"
Technician 1 - Corrosion Control,software engineer,FortisBC,AboutHelp Centre,"Surrey, BC","Energy, Mining, Utilities","$4,556 a month"
marine engineer,software engineer,Platinum Marine,Hiring LabCareer AdviceBrowse JobsBrowse CompaniesSalariesIndeed EventsWork at IndeedAboutHelp CentreHiring LabCareer AdviceBrowse JobsBrowse CompaniesSalariesIndeed EventsWork at IndeedAboutHelp CentreHiring LabCareer AdviceBrowse JobsBrowse CompaniesSalariesIndeed EventsWork at IndeedAboutHelp Centre,"Richmond, BC",Nothing_found,$39.10 an hour
Customer Support Specialist - Weekend,software engineer,Later,"
Reliable internet with minimum 25mbps download and 10mbps upload
Distraction free work space to focus during work hours","Vancouver, BC",Nothing_found,"$50,500 - $60,000 a year"
Customer Service Representative (HealthTech),software engineer,Babylon Health,"As part of the Clinical Operations team, you’ll be working alongside leaders in technology, physicians, medical experts, and a fun, hard-working group of HealthTech enthusiasts who are responsible for the roll out and operations behind Babylon Canada.The platform we use merges healthcare and technology and we’ll need you to be comfortable with providing low-level technical support, such as walking patients through downloading an app, or finding a particular tab (your “Google game” has to be on-point), and providing tech support to our physicians during appointments.Experience working with some form of CRM software and completing highly administrative tasks like data entry is valuable; you’ll be responsible for navigating and updating 50-100 patient records per day.Above all, the ability to demonstrate previous experience in providing exceptional customer service is paramount. Can you stay calm under pressure? We want to hear about it!
Ready to join us for the next half?
Base salary of $40,000 per annum; increases to $45,000 after successful completion of a 6-month probation
4 weeks’ vacation
Extended health benefits from day one (medical, dental, vision, etc).
The option to work at TELUS Garden (while this role is currently remote due to Covid-19, we do require you to be located in the Vancouver area. Please note that it is an in-office position once things stabilize).
 Our hours of operation (and times you’ll be scheduled) are between:
7:30 AM - 10:30 PM, Monday to Friday
7:30 AM - 10:30 PM, Saturday and SundayHiring LabCareer AdviceBrowse JobsBrowse CompaniesSalariesIndeed EventsWork at IndeedAboutHelp Centre© 2020 IndeedPrivacy CentreCookiesPrivacyTerms","Vancouver, BC",Nothing_found,"$40,000 a year"
Software Engineering Manager - Supporters - Victoria,software engineer,Change.org,30 min interview with our Recruiter1 hour interview with our Director of Engineering2.5 hour take home assignment3 hour virtual onsite with our Director of Engineering and 2 Engineering Managers30 min interview with our CTO30 min interview with our Recruiter1 hour interview with our Director of Engineering2.5 hour take home assignment3 hour virtual onsite with our Director of Engineering and 2 Engineering Managers30 min interview with our CTO30 min interview with our Recruiter1 hour interview with our Director of Engineering2.5 hour take home assignment3 hour virtual onsite with our Director of Engineering and 2 Engineering Managers30 min interview with our CTO30 min interview with our Recruiter1 hour interview with our Director of Engineering2.5 hour take home assignment3 hour virtual onsite with our Director of Engineering and 2 Engineering Managers30 min interview with our CTO,"Victoria, BC",Nothing_found,"$146,000 a year"
Full Stack Developer,software engineer,Pixieset,"BSc in Computer Science or equivalent experience
Experience building custom web applications (beyond CMS platforms like Wordpress/Drupal)
PHP experience - Yii, Laravel and/or Symfony
Javascript experience - jQuery, ES6, Webpack, Vue.js/React
Experience with MySQL (or other RDBMS) and Redis
Solid understanding of web technologies including HTTP, RESTful services, and cloud platforms such as AWS
Familiar with basic data structure and algorithms","Vancouver, BC",Nothing_found,"$50,000 - $80,000 a year"
"BCGEU Faculty, Power Engineering",software engineer,British Columbia Institute of Technology (BCIT),"Providing instruction into Power Engineering programs including: General (1 year), Power and Process (2 years), Distance Education and Industry Services courses.Preparing and presenting classroom lectures, laboratory projects and examinations.Upgrading and preparing learning material relevant to Power Engineering subjects.Preparing and monitoring on-line courses.Working directly with industries in B.C., across Canada and around the world to develop and deliver site-specific power engineering based training.Performs other duties as assigned consistent with the job grade of this position.Providing instruction into Power Engineering programs including: General (1 year), Power and Process (2 years), Distance Education and Industry Services courses.Preparing and presenting classroom lectures, laboratory projects and examinations.Upgrading and preparing learning material relevant to Power Engineering subjects.Preparing and monitoring on-line courses.Working directly with industries in B.C., across Canada and around the world to develop and deliver site-specific power engineering based training.Performs other duties as assigned consistent with the job grade of this position.A minimum of five years’ recent and related industrial experience.Strong communication and interpersonal skills.Skills and abilities to instruct the curriculum.Demonstrated ability to use industry standard proprietary software packages and familiarity with Microsoft Office Suite.Recent experience in one or more of the following areas: oil and gas; power generation; waste to energy; pulp and paper; and/or mining.Refrigeration experience would be considered an asset.Instructional and course development experience is preferred.Supervisory, leadership and project management experience is preferred.A minimum of five years’ recent and related industrial experience.Strong communication and interpersonal skills.Skills and abilities to instruct the curriculum.Demonstrated ability to use industry standard proprietary software packages and familiarity with Microsoft Office Suite.Recent experience in one or more of the following areas: oil and gas; power generation; waste to energy; pulp and paper; and/or mining.Refrigeration experience would be considered an asset.Instructional and course development experience is preferred.Supervisory, leadership and project management experience is preferred.Being a part of BC’s Top 100 Employers, and a member of the CCDI.A generous Total Compensation package which includes extended health and dental benefits and a superb pension plan.Access to Professional Development Funds and opportunities for career development.Increase your knowledge with Tuition waivers for BCIT courses.Enjoy subsidized parking and discounted access to our fitness facilities (including classes like Yoga and Zumba).Additional Wellness and Employee Assistance programs.","Burnaby, BC",Education,"$67,034 - $99,572 a year"
construction project engineer,software engineer,Acciona Infrastructure Canada Inc.,Hiring LabCareer AdviceBrowse JobsBrowse CompaniesSalariesIndeed EventsWork at IndeedAboutHelp CentreHiring LabCareer AdviceBrowse JobsBrowse CompaniesSalariesIndeed EventsWork at IndeedAboutHelp Centre,"Surrey, BC",Construction & Facilities Services,"$130,000 a year"
"engineer, software",software engineer,SEVEN HILLS GROUP TECHNOLOGIES INC.,Hiring LabCareer AdviceBrowse JobsBrowse CompaniesSalariesIndeed EventsWork at IndeedAboutHelp Centre,"Burnaby, BC",Nothing_found,$47 an hour
"analyst, systems technical support",software engineer,Highview Consulting Inc.,Hiring LabCareer AdviceBrowse JobsBrowse CompaniesSalariesIndeed EventsWork at IndeedAboutHelp Centre,"Delta, BC",Nothing_found,$30 an hour
Digital Health Support Associate,software engineer,Babylon Health,"As part of the Clinical Operations team, you’ll be working alongside leaders in technology, physicians, medical experts, and a fun, hard-working group of HealthTech enthusiasts who are responsible for the roll out and operations behind Babylon Canada.The platform we use merges healthcare and technology and we’ll need you to be comfortable with providing low-level technical support, such as walking patients through downloading an app, or finding a particular tab (your “Google game” has to be on-point), and providing tech support to our physicians during appointments.Experience working with some form of CRM software and completing highly administrative tasks like data entry is valuable; you’ll be responsible for navigating and updating 50-100 patient records per day.Above all, the ability to demonstrate previous experience in providing exceptional customer service is paramount. Can you stay calm under pressure? We want to hear about it!
Ready to join us for the next half?
Base salary of $40,000 per annum; increases to $45,000 after successful completion of a 6-month probation
4 weeks’ vacation
Extended health benefits from day one (medical, dental, vision, etc).
The option to work at TELUS Garden (while this role is currently remote due to Covid-19, we do require you to be located in the Vancouver area. Please note that it is an in-office position once things stabilize).
Our hours of operation (and times you’ll be scheduled) are between:
7:30 AM - 10:30 PM, Monday to Friday
7:30 AM - 10:30 PM, Saturday and SundayHiring LabCareer AdviceBrowse JobsBrowse CompaniesSalariesIndeed EventsWork at IndeedAboutHelp Centre© 2020 IndeedPrivacy CentreCookiesPrivacyTerms","Vancouver, BC",Nothing_found,"$40,000 a year"
Software Engineer,software engineer,Sunnyfuture Group,8 hour shiftComputer Programming: 1 year (Preferred)Mandarin (Required)Hiring LabCareer AdviceBrowse JobsBrowse CompaniesSalariesIndeed EventsWork at IndeedAboutHelp Centre© 2020 IndeedPrivacy CentreCookiesPrivacyTerms,"Vancouver, BC",Nothing_found,"$60,000 a year"
Software Engineer - Java - Intermediate,software engineer,Agartee Technology Inc.,JavaIAM,"Vancouver, BC",Nothing_found,"$49,936 - $100,000 a year"
